aid,chembl_id
207302,CHEMBL813361
207440,CHEMBL805430
207443,CHEMBL805433
207456,CHEMBL805444
207459,CHEMBL882394
207765,CHEMBL810259
207864,CHEMBL813060
207892,CHEMBL812007
207912,CHEMBL816486
207920,CHEMBL816494
208106,CHEMBL812229
208111,CHEMBL812234
208190,CHEMBL810212
208222,CHEMBL808704
208235,CHEMBL809368
208324,CHEMBL812385
208410,CHEMBL807959
208412,CHEMBL807961
208425,CHEMBL809494
208429,CHEMBL809498
208484,CHEMBL812414
208531,CHEMBL810944
208571,CHEMBL810140
208573,CHEMBL810142
208578,CHEMBL813941
208582,CHEMBL813797
208584,CHEMBL813799
208591,CHEMBL813805
208599,CHEMBL814485
208678,CHEMBL810909
208700,CHEMBL811450
208705,CHEMBL811453
208844,CHEMBL880226
208984,CHEMBL808823
209182,CHEMBL807817
209594,CHEMBL812016
209655,CHEMBL816642
209811,CHEMBL810776
210028,CHEMBL840510
210168,CHEMBL815867
210169,CHEMBL808361
210280,CHEMBL812180
210283,CHEMBL812183
210298,CHEMBL812197
210306,CHEMBL872647
210327,CHEMBL811619
210330,CHEMBL811622
210335,CHEMBL811627
210336,CHEMBL811628
210340,CHEMBL811632
210349,CHEMBL878875
210469,CHEMBL809674
210479,CHEMBL809682
210494,CHEMBL810496
210593,CHEMBL811108
210619,CHEMBL813899
210640,CHEMBL811068
210674,CHEMBL816070
210682,CHEMBL816078
210683,CHEMBL816079
210711,CHEMBL814153
210714,CHEMBL814155
210739,CHEMBL812495
210804,CHEMBL818149
210805,CHEMBL818150
210833,CHEMBL816457
210869,CHEMBL819088
210946,CHEMBL873882
210950,CHEMBL813224
211020,CHEMBL813567
211022,CHEMBL813569
211024,CHEMBL813571
211034,CHEMBL813659
211045,CHEMBL813670
211179,CHEMBL811969
211187,CHEMBL879102
211199,CHEMBL817240
211217,CHEMBL813626
211226,CHEMBL813635
211291,CHEMBL812283
211357,CHEMBL813331
211362,CHEMBL857531
211431,CHEMBL813764
211432,CHEMBL813765
211433,CHEMBL813766
211434,CHEMBL813767
211438,CHEMBL812308
211458,CHEMBL809380
211498,CHEMBL814783
211499,CHEMBL880230
211547,CHEMBL882279
211720,CHEMBL815326
211722,CHEMBL815484
211731,CHEMBL815492
211746,CHEMBL815654
211876,CHEMBL817322
211878,CHEMBL817324
211898,CHEMBL814715
211913,CHEMBL814859
211927,CHEMBL814872
211929,CHEMBL815534
211933,CHEMBL815692
211936,CHEMBL815695
212099,CHEMBL816624
212100,CHEMBL880221
212106,CHEMBL816630
212116,CHEMBL814291
212118,CHEMBL814293
212148,CHEMBL809246
212149,CHEMBL809247
212155,CHEMBL809253
212228,CHEMBL811278
212246,CHEMBL811266
212247,CHEMBL811267
212250,CHEMBL811270
212272,CHEMBL814725
212273,CHEMBL814726
212275,CHEMBL814728
212452,CHEMBL815560
212463,CHEMBL817305
212465,CHEMBL815450
212478,CHEMBL815662
212479,CHEMBL815663
212486,CHEMBL815670
212495,CHEMBL815678
212612,CHEMBL813721
212643,CHEMBL820617
212727,CHEMBL812446
212738,CHEMBL812632
212746,CHEMBL813588
212751,CHEMBL813593
212755,CHEMBL813597
212756,CHEMBL813598
212800,CHEMBL814434
212959,CHEMBL808525
213088,CHEMBL814136
213124,CHEMBL814395
213136,CHEMBL814406
213137,CHEMBL814407
213244,CHEMBL816515
213255,CHEMBL816525
213259,CHEMBL816529
213276,CHEMBL816562
213279,CHEMBL816565
213370,CHEMBL817287
213372,CHEMBL817289
213396,CHEMBL813557
213412,CHEMBL819754
213426,CHEMBL818321
213470,CHEMBL814902
213490,CHEMBL813441
213511,CHEMBL811859
213562,CHEMBL814613
213608,CHEMBL812299
213656,CHEMBL872648
213673,CHEMBL812106
213759,CHEMBL812859
213760,CHEMBL812860
213854,CHEMBL817538
213896,CHEMBL815091
213927,CHEMBL817092
213929,CHEMBL817093
213935,CHEMBL817099
214003,CHEMBL818981
214014,CHEMBL820776
214022,CHEMBL815034
214094,CHEMBL815141
214230,CHEMBL819045
214297,CHEMBL815607
214324,CHEMBL815192
214332,CHEMBL815199
214488,CHEMBL811879
214554,CHEMBL819255
214555,CHEMBL819256
214629,CHEMBL816538
214861,CHEMBL817744
214887,CHEMBL817769
214895,CHEMBL817776
214946,CHEMBL878971
214948,CHEMBL816291
214974,CHEMBL881592
215006,CHEMBL818251
215010,CHEMBL857532
215072,CHEMBL815616
215075,CHEMBL815321
215076,CHEMBL873375
215084,CHEMBL816155
215181,CHEMBL819144
215189,CHEMBL817573
215200,CHEMBL817584
215214,CHEMBL815753
215266,CHEMBL811887
215271,CHEMBL813237
215275,CHEMBL812727
215279,CHEMBL813690
215321,CHEMBL879212
215323,CHEMBL814524
215365,CHEMBL815469
215392,CHEMBL818170
215431,CHEMBL820592
215559,CHEMBL824706
215576,CHEMBL824723
215604,CHEMBL819949
215618,CHEMBL815924
215632,CHEMBL873996
215816,CHEMBL817635
215837,CHEMBL815983
215917,CHEMBL821446
215988,CHEMBL814362
216040,CHEMBL812740
216052,CHEMBL817232
216077,CHEMBL818055
216078,CHEMBL818056
216217,CHEMBL816990
216218,CHEMBL816991
216222,CHEMBL816252
216225,CHEMBL816911
216232,CHEMBL817828
216234,CHEMBL817830
216483,CHEMBL818854
216491,CHEMBL815900
216622,CHEMBL811926
216625,CHEMBL811929
216627,CHEMBL811931
216638,CHEMBL811942
216644,CHEMBL812620
217040,CHEMBL820075
217041,CHEMBL820321
217051,CHEMBL821110
217060,CHEMBL821118
217134,CHEMBL821320
217161,CHEMBL819216
217163,CHEMBL819218
217164,CHEMBL818391
217172,CHEMBL818398
217200,CHEMBL819519
217226,CHEMBL820170
217309,CHEMBL819716
217334,CHEMBL819075
217335,CHEMBL819076
217347,CHEMBL821412
217353,CHEMBL818286
217440,CHEMBL816225
217680,CHEMBL818806
217731,CHEMBL818227
217737,CHEMBL873390
217782,CHEMBL819367
217953,CHEMBL818651
217954,CHEMBL881111
218090,CHEMBL815052
218374,CHEMBL818818
218413,CHEMBL823097
218540,CHEMBL821283
218575,CHEMBL818874
218639,CHEMBL821001
218645,CHEMBL821007
218663,CHEMBL820500
218701,CHEMBL819741
218702,CHEMBL819742
218857,CHEMBL818917
218896,CHEMBL823862
218897,CHEMBL823863
218903,CHEMBL823869
218971,CHEMBL821066
218972,CHEMBL821067
219160,CHEMBL819306
219178,CHEMBL819324
219249,CHEMBL821377
219251,CHEMBL821379
219416,CHEMBL820793
219507,CHEMBL820582
219519,CHEMBL818278
219522,CHEMBL818902
219531,CHEMBL816866
219538,CHEMBL816876
219560,CHEMBL815632
219563,CHEMBL813014
219648,CHEMBL822803
219649,CHEMBL822804
219661,CHEMBL821535
219775,CHEMBL821853
219794,CHEMBL822165
219834,CHEMBL821497
219837,CHEMBL821500
219850,CHEMBL821513
219940,CHEMBL824296
219954,CHEMBL823916
219957,CHEMBL873402
219958,CHEMBL823919
219970,CHEMBL823931
219983,CHEMBL821997
220054,CHEMBL824111
220086,CHEMBL822691
220134,CHEMBL819917
220176,CHEMBL822071
220180,CHEMBL820843
220275,CHEMBL820358
220297,CHEMBL818509
220421,CHEMBL872800
220620,CHEMBL824079
220646,CHEMBL824105
221024,CHEMBL820576
221129,CHEMBL822459
221130,CHEMBL822460
221135,CHEMBL822614
221355,CHEMBL821481
221360,CHEMBL881134
221770,CHEMBL823139
221773,CHEMBL881716
221796,CHEMBL824141
221812,CHEMBL824155
221843,CHEMBL823784
221928,CHEMBL823484
221929,CHEMBL823485
221934,CHEMBL821873
221950,CHEMBL822513
221962,CHEMBL822666
222086,CHEMBL821622
222125,CHEMBL824219
222126,CHEMBL824220
222127,CHEMBL824221
222606,CHEMBL842636
222607,CHEMBL842637
222758,CHEMBL842869
222764,CHEMBL842874
222781,CHEMBL841411
222825,CHEMBL843430
222880,CHEMBL822126
222881,CHEMBL822127
222883,CHEMBL822129
222884,CHEMBL822130
223081,CHEMBL841667
223365,CHEMBL843656
223375,CHEMBL844227
223376,CHEMBL844228
223377,CHEMBL844229
223391,CHEMBL841903
223561,CHEMBL824661
223562,CHEMBL843352
223563,CHEMBL843353
223596,CHEMBL824008
223813,CHEMBL842195
223859,CHEMBL842431
223954,CHEMBL841198
223957,CHEMBL841201
223958,CHEMBL841202
223960,CHEMBL841204
224068,CHEMBL856147
224076,CHEMBL844245
224106,CHEMBL843686
224107,CHEMBL843687
224130,CHEMBL842071
224180,CHEMBL841578
224269,CHEMBL843088
224273,CHEMBL843091
224318,CHEMBL822437
224348,CHEMBL823402
224350,CHEMBL823404
224436,CHEMBL843184
224587,CHEMBL881435
224665,CHEMBL842245
224711,CHEMBL843457
224732,CHEMBL842734
224937,CHEMBL823051
225321,CHEMBL844556
225437,CHEMBL847119
225548,CHEMBL845360
225629,CHEMBL846894
225630,CHEMBL846895
225751,CHEMBL885341
225752,CHEMBL841436
225764,CHEMBL842944
225852,CHEMBL843035
225876,CHEMBL843814
225941,CHEMBL844625
226061,CHEMBL844027
226062,CHEMBL844028
226088,CHEMBL843949
226337,CHEMBL846101
226340,CHEMBL846104
226658,CHEMBL843990
226847,CHEMBL845179
226849,CHEMBL845181
226858,CHEMBL845189
226860,CHEMBL845191
227387,CHEMBL842382
227608,CHEMBL872123
227611,CHEMBL844816
227625,CHEMBL844574
227626,CHEMBL844575
228058,CHEMBL847451
228455,CHEMBL884921
228593,CHEMBL843957
228823,CHEMBL846547
229005,CHEMBL847530
229032,CHEMBL847557
229052,CHEMBL844793
229204,CHEMBL847758
229209,CHEMBL873474
229243,CHEMBL874106
234716,CHEMBL839348
237903,CHEMBL839457
238128,CHEMBL826995
238137,CHEMBL827004
238155,CHEMBL830265
238192,CHEMBL875189
238208,CHEMBL827063
238220,CHEMBL828903
238224,CHEMBL828906
238229,CHEMBL828910
238237,CHEMBL828917
238255,CHEMBL828932
238276,CHEMBL830339
238300,CHEMBL829640
238316,CHEMBL828815
238371,CHEMBL826331
238405,CHEMBL828215
238430,CHEMBL827377
238527,CHEMBL838818
238556,CHEMBL839940
238560,CHEMBL839943
238580,CHEMBL839437
238581,CHEMBL839438
238582,CHEMBL839439
238615,CHEMBL839581
238619,CHEMBL839584
238627,CHEMBL839592
238642,CHEMBL838683
238643,CHEMBL838684
238659,CHEMBL838700
238660,CHEMBL838701
238718,CHEMBL839502
238737,CHEMBL838621
238751,CHEMBL827890
238753,CHEMBL827891
238767,CHEMBL828776
238768,CHEMBL828777
238769,CHEMBL828778
238784,CHEMBL828792
238816,CHEMBL830370
238858,CHEMBL841787
238892,CHEMBL829432
238959,CHEMBL828879
238996,CHEMBL828762
239011,CHEMBL829615
239019,CHEMBL829622
239074,CHEMBL829979
239088,CHEMBL829676
239092,CHEMBL829680
239096,CHEMBL829684
239099,CHEMBL829819
239122,CHEMBL829841
239157,CHEMBL826377
239164,CHEMBL826384
239165,CHEMBL826385
239166,CHEMBL828255
239167,CHEMBL828256
239189,CHEMBL828276
239197,CHEMBL828284
239210,CHEMBL840030
239213,CHEMBL840033
239259,CHEMBL839668
239272,CHEMBL839684
239281,CHEMBL839693
239296,CHEMBL839961
239347,CHEMBL839610
239362,CHEMBL839716
239366,CHEMBL839720
239431,CHEMBL839639
239458,CHEMBL828952
239460,CHEMBL828954
239469,CHEMBL828963
239472,CHEMBL828966
239474,CHEMBL828968
239530,CHEMBL828835
239544,CHEMBL828848
239559,CHEMBL829001
239563,CHEMBL829005
239564,CHEMBL829006
239565,CHEMBL830420
239566,CHEMBL830421
239580,CHEMBL830434
239587,CHEMBL830441
239597,CHEMBL829736
239628,CHEMBL829057
239636,CHEMBL829636
239645,CHEMBL829782
239655,CHEMBL829792
239661,CHEMBL829798
239672,CHEMBL829988
239753,CHEMBL827246
239914,CHEMBL877109
239920,CHEMBL840097
239936,CHEMBL840208
239942,CHEMBL840214
239943,CHEMBL840215
239944,CHEMBL840216
239949,CHEMBL877110
239950,CHEMBL840221
239985,CHEMBL852183
240031,CHEMBL839075
240037,CHEMBL840248
240175,CHEMBL829870
240239,CHEMBL839760
240419,CHEMBL832552
240511,CHEMBL877128
240547,CHEMBL828524
240548,CHEMBL828525
240560,CHEMBL827856
240578,CHEMBL827872
240581,CHEMBL827874
240619,CHEMBL827154
240622,CHEMBL827157
240623,CHEMBL840832
240640,CHEMBL829334
240642,CHEMBL829336
240664,CHEMBL829355
240709,CHEMBL827894
240726,CHEMBL827909
240730,CHEMBL827912
240742,CHEMBL827924
240775,CHEMBL829245
240776,CHEMBL829246
240794,CHEMBL877327
240800,CHEMBL829373
240807,CHEMBL829379
240808,CHEMBL829380
240810,CHEMBL829382
240820,CHEMBL827807
240830,CHEMBL827816
240837,CHEMBL826961
240844,CHEMBL826967
240882,CHEMBL829309
240890,CHEMBL829421
240893,CHEMBL828600
240895,CHEMBL828602
240896,CHEMBL828603
240909,CHEMBL829439
240946,CHEMBL831678
240954,CHEMBL877472
240956,CHEMBL831687
240961,CHEMBL831692
240971,CHEMBL832697
240974,CHEMBL832700
240980,CHEMBL832705
241006,CHEMBL832404
241033,CHEMBL832423
241034,CHEMBL832424
241044,CHEMBL832433
241058,CHEMBL832604
241068,CHEMBL876144
241080,CHEMBL832763
241083,CHEMBL832766
241084,CHEMBL832767
241089,CHEMBL876146
241096,CHEMBL832778
241097,CHEMBL832779
241105,CHEMBL832453
241110,CHEMBL832458
241151,CHEMBL833503
241152,CHEMBL833504
241172,CHEMBL832816
241174,CHEMBL832818
241189,CHEMBL832832
241218,CHEMBL831703
241220,CHEMBL831705
241222,CHEMBL831706
241228,CHEMBL833544
241238,CHEMBL833553
241297,CHEMBL833042
241312,CHEMBL833055
241325,CHEMBL830912
241327,CHEMBL830914
241328,CHEMBL830915
241334,CHEMBL830921
241354,CHEMBL830123
241367,CHEMBL830957
241403,CHEMBL831099
241424,CHEMBL827656
241440,CHEMBL828554
241475,CHEMBL827163
241478,CHEMBL874429
241501,CHEMBL828042
241504,CHEMBL828044
241535,CHEMBL828662
241556,CHEMBL829508
241557,CHEMBL829509
241558,CHEMBL829510
241559,CHEMBL829511
241567,CHEMBL829518
241573,CHEMBL827936
241635,CHEMBL829401
241651,CHEMBL829417
241660,CHEMBL829525
241662,CHEMBL829527
241667,CHEMBL874438
241668,CHEMBL827099
241690,CHEMBL827973
241691,CHEMBL827974
241736,CHEMBL829572
241741,CHEMBL874544
241753,CHEMBL829588
241755,CHEMBL829589
241758,CHEMBL829592
241771,CHEMBL831909
241772,CHEMBL831910
241793,CHEMBL832902
241830,CHEMBL833471
241844,CHEMBL833485
241857,CHEMBL831965
241889,CHEMBL832148
241909,CHEMBL832676
241919,CHEMBL833529
241979,CHEMBL833028
242025,CHEMBL830069
242038,CHEMBL833071
242065,CHEMBL832347
242082,CHEMBL830970
242088,CHEMBL830976
242112,CHEMBL830164
242127,CHEMBL831129
242135,CHEMBL831137
242151,CHEMBL831155
242202,CHEMBL828588
242220,CHEMBL827707
242221,CHEMBL828658
242274,CHEMBL829165
242306,CHEMBL828741
242345,CHEMBL829083
242353,CHEMBL829091
242369,CHEMBL829540
242398,CHEMBL827995
242439,CHEMBL827822
242440,CHEMBL827823
242455,CHEMBL828294
242457,CHEMBL828296
242478,CHEMBL832920
242488,CHEMBL832929
242493,CHEMBL832934
242503,CHEMBL832944
242527,CHEMBL829923
242573,CHEMBL832268
242577,CHEMBL832272
242584,CHEMBL830012
242601,CHEMBL830852
242605,CHEMBL830856
242615,CHEMBL832611
242618,CHEMBL833036
242623,CHEMBL832302
242641,CHEMBL832322
242643,CHEMBL832324
242645,CHEMBL832326
242650,CHEMBL830074
242658,CHEMBL830897
242659,CHEMBL830898
242668,CHEMBL832655
242683,CHEMBL831532
242707,CHEMBL831708
242795,CHEMBL828695
242797,CHEMBL828697
242814,CHEMBL828351
242815,CHEMBL828352
242927,CHEMBL828644
243151,CHEMBL829152
243156,CHEMBL829156
243157,CHEMBL829157
243158,CHEMBL829158
243160,CHEMBL829160
243165,CHEMBL830838
243166,CHEMBL830839
243167,CHEMBL830840
243169,CHEMBL830842
243170,CHEMBL830843
243171,CHEMBL830844
243173,CHEMBL875561
243174,CHEMBL831653
243175,CHEMBL831654
243230,CHEMBL835062
243330,CHEMBL836031
243415,CHEMBL836223
243434,CHEMBL836241
243475,CHEMBL831280
243481,CHEMBL831286
243493,CHEMBL830592
243516,CHEMBL829811
243554,CHEMBL831995
243555,CHEMBL831996
243565,CHEMBL832005
243566,CHEMBL832006
243583,CHEMBL832021
243584,CHEMBL832022
243585,CHEMBL832023
243617,CHEMBL830639
243637,CHEMBL830657
243684,CHEMBL832048
243690,CHEMBL832054
243699,CHEMBL831569
243757,CHEMBL831831
243758,CHEMBL831832
243765,CHEMBL831838
243822,CHEMBL831627
243963,CHEMBL835415
243968,CHEMBL835420
244001,CHEMBL834831
244039,CHEMBL836216
244074,CHEMBL834971
244457,CHEMBL834997
244458,CHEMBL834998
244459,CHEMBL834999
244522,CHEMBL834076
244527,CHEMBL834081
244593,CHEMBL834127
244633,CHEMBL835084
244825,CHEMBL831731
245048,CHEMBL830697
245195,CHEMBL835026
245737,CHEMBL834549
245844,CHEMBL835454
245970,CHEMBL837424
245980,CHEMBL836692
245982,CHEMBL836694
246073,CHEMBL824823
246074,CHEMBL824824
246075,CHEMBL824825
246154,CHEMBL833849
246180,CHEMBL833105
246255,CHEMBL833301
246328,CHEMBL834048
246329,CHEMBL834049
246342,CHEMBL834147
246359,CHEMBL833580
246374,CHEMBL834412
246379,CHEMBL834417
246384,CHEMBL834422
246399,CHEMBL834067
246412,CHEMBL833245
246413,CHEMBL833246
246416,CHEMBL834086
246447,CHEMBL833625
246452,CHEMBL833630
246453,CHEMBL833631
246588,CHEMBL837401
246589,CHEMBL837402
246590,CHEMBL837403
246924,CHEMBL834184
247362,CHEMBL837300
247497,CHEMBL833076
247501,CHEMBL833079
247502,CHEMBL833080
247526,CHEMBL833931
247543,CHEMBL833946
247587,CHEMBL833197
247606,CHEMBL833214
247607,CHEMBL833215
247653,CHEMBL833378
247665,CHEMBL833390
247687,CHEMBL826403
247722,CHEMBL834754
247741,CHEMBL833467
247761,CHEMBL834295
247790,CHEMBL834656
247801,CHEMBL833864
247802,CHEMBL833865
247817,CHEMBL826413
247834,CHEMBL834694
247837,CHEMBL834697
247853,CHEMBL834314
247858,CHEMBL834319
247859,CHEMBL834320
247875,CHEMBL834386
247876,CHEMBL834387
247877,CHEMBL834388
247898,CHEMBL833793
247899,CHEMBL833794
247933,CHEMBL833909
247934,CHEMBL833910
247963,CHEMBL835217
247991,CHEMBL833997
248012,CHEMBL837535
248021,CHEMBL837596
248033,CHEMBL824866
248050,CHEMBL826429
248059,CHEMBL836335
248188,CHEMBL836557
248201,CHEMBL825125
248224,CHEMBL825147
248225,CHEMBL837999
248226,CHEMBL838000
248240,CHEMBL825163
248243,CHEMBL876777
248255,CHEMBL837462
248256,CHEMBL837463
248257,CHEMBL837464
248258,CHEMBL837465
248259,CHEMBL837466
248260,CHEMBL837467
248261,CHEMBL837468
248262,CHEMBL837469
248263,CHEMBL837470
248264,CHEMBL837471
248272,CHEMBL837479
248287,CHEMBL876778
248290,CHEMBL833767
248293,CHEMBL833770
248316,CHEMBL833792
248326,CHEMBL833804
248331,CHEMBL833809
248347,CHEMBL833964
248354,CHEMBL833971
248371,CHEMBL833083
248380,CHEMBL833223
248384,CHEMBL833227
248396,CHEMBL832414
248401,CHEMBL832419
248412,CHEMBL833254
248425,CHEMBL833398
248446,CHEMBL833418
248447,CHEMBL833419
248448,CHEMBL833420
248456,CHEMBL834342
248491,CHEMBL835251
248492,CHEMBL835252
248493,CHEMBL834487
248494,CHEMBL834488
248579,CHEMBL834820
248648,CHEMBL833976
248654,CHEMBL834785
248685,CHEMBL833428
248733,CHEMBL824904
248765,CHEMBL876002
248770,CHEMBL874942
248772,CHEMBL874944
248817,CHEMBL826593
248829,CHEMBL874818
248841,CHEMBL874830
248842,CHEMBL874831
248843,CHEMBL874832
248844,CHEMBL874833
248845,CHEMBL874834
248846,CHEMBL874961
248858,CHEMBL874973
248878,CHEMBL826648
248879,CHEMBL826649
248880,CHEMBL826650
248881,CHEMBL826651
248882,CHEMBL826652
248903,CHEMBL873338
248909,CHEMBL874197
248914,CHEMBL874202
248916,CHEMBL874204
248949,CHEMBL835734
248961,CHEMBL835746
248970,CHEMBL835869
249056,CHEMBL836415
249057,CHEMBL836416
249161,CHEMBL836410
249514,CHEMBL835015
249538,CHEMBL835776
249859,CHEMBL837694
250683,CHEMBL826350
250753,CHEMBL827293
251134,CHEMBL835752
251138,CHEMBL835756
251399,CHEMBL874890
251590,CHEMBL826584
251716,CHEMBL826615
251718,CHEMBL826617
251724,CHEMBL826622
251725,CHEMBL826623
251732,CHEMBL826630
251736,CHEMBL825364
251770,CHEMBL826197
251807,CHEMBL826538
251815,CHEMBL825731
252031,CHEMBL874360
252032,CHEMBL874361
252033,CHEMBL874362
252266,CHEMBL826717
252950,CHEMBL840794
254280,CHEMBL884569
254308,CHEMBL884738
254391,CHEMBL884791
254392,CHEMBL884792
254401,CHEMBL884801
254408,CHEMBL884808
254420,CHEMBL872394
254421,CHEMBL872395
254422,CHEMBL872396
254423,CHEMBL872397
254426,CHEMBL872400
254455,CHEMBL881474
254476,CHEMBL882470
254490,CHEMBL885372
254498,CHEMBL885380
254508,CHEMBL872130
254572,CHEMBL884933
254609,CHEMBL883688
254614,CHEMBL883693
254835,CHEMBL881407
254876,CHEMBL881496
254926,CHEMBL880637
254964,CHEMBL880248
254970,CHEMBL880254
255029,CHEMBL880565
255041,CHEMBL880577
255043,CHEMBL880579
255062,CHEMBL880598
255069,CHEMBL881483
255077,CHEMBL881967
255078,CHEMBL881968
255085,CHEMBL882492
255086,CHEMBL882493
255095,CHEMBL882600
255096,CHEMBL881787
255100,CHEMBL882607
255120,CHEMBL883911
255141,CHEMBL871626
255142,CHEMBL871627
255145,CHEMBL871630
255151,CHEMBL871636
255211,CHEMBL872182
255222,CHEMBL872321
255339,CHEMBL856111
255352,CHEMBL856124
255372,CHEMBL884160
255374,CHEMBL884162
255375,CHEMBL884163
255654,CHEMBL885191
255665,CHEMBL883717
255823,CHEMBL884325
255932,CHEMBL871886
255962,CHEMBL885083
255964,CHEMBL885085
255969,CHEMBL883222
255970,CHEMBL883223
255973,CHEMBL883226
255983,CHEMBL882440
256003,CHEMBL884197
256206,CHEMBL883060
256221,CHEMBL883957
256360,CHEMBL884490
256387,CHEMBL883777
256540,CHEMBL872247
256691,CHEMBL861460
256692,CHEMBL861461
256865,CHEMBL860282
256879,CHEMBL862215
256880,CHEMBL862216
256881,CHEMBL863351
256903,CHEMBL864546
256963,CHEMBL862669
256964,CHEMBL862670
256965,CHEMBL862671
256970,CHEMBL863349
256971,CHEMBL863350
256972,CHEMBL864504
256973,CHEMBL864505
256975,CHEMBL862698
256976,CHEMBL862699
256977,CHEMBL862700
256978,CHEMBL862701
257051,CHEMBL864541
257052,CHEMBL864542
257072,CHEMBL864514
257073,CHEMBL864515
257074,CHEMBL862695
257076,CHEMBL862697
257079,CHEMBL862675
257080,CHEMBL862676
257125,CHEMBL867587
257126,CHEMBL867588
257127,CHEMBL867589
257140,CHEMBL867583
257141,CHEMBL867584
257166,CHEMBL864455
257167,CHEMBL864456
257168,CHEMBL864457
257169,CHEMBL864458
257173,CHEMBL864463
257178,CHEMBL864467
257214,CHEMBL863355
257216,CHEMBL863357
257242,CHEMBL859776
257243,CHEMBL859777
257270,CHEMBL863376
257291,CHEMBL863458
257292,CHEMBL863459
257321,CHEMBL863377
257366,CHEMBL868707
257403,CHEMBL858719
257404,CHEMBL858720
257520,CHEMBL860438
257622,CHEMBL853286
257623,CHEMBL853287
257624,CHEMBL853289
257625,CHEMBL853290
257651,CHEMBL859775
257652,CHEMBL868738
257771,CHEMBL859830
257772,CHEMBL859832
257773,CHEMBL859833
257774,CHEMBL859834
257775,CHEMBL859835
257776,CHEMBL859836
257777,CHEMBL858784
257778,CHEMBL858785
257800,CHEMBL864630
257908,CHEMBL865131
257916,CHEMBL870624
258016,CHEMBL859149
258017,CHEMBL859112
258018,CHEMBL859113
258019,CHEMBL859115
258020,CHEMBL859116
258091,CHEMBL862360
258092,CHEMBL861781
258104,CHEMBL871361
258105,CHEMBL871362
258106,CHEMBL871363
258107,CHEMBL871364
258308,CHEMBL863985
258309,CHEMBL863986
258360,CHEMBL864527
258424,CHEMBL864569
258587,CHEMBL863907
258588,CHEMBL863908
258625,CHEMBL859876
258683,CHEMBL862999
258749,CHEMBL865813
258750,CHEMBL865815
258994,CHEMBL869933
259059,CHEMBL865836
259060,CHEMBL865837
259066,CHEMBL865844
259069,CHEMBL865852
259070,CHEMBL864032
259072,CHEMBL864627
259159,CHEMBL864614
259339,CHEMBL853015
259340,CHEMBL869935
259374,CHEMBL865780
259380,CHEMBL871359
259384,CHEMBL858885
259386,CHEMBL858887
259387,CHEMBL858888
259388,CHEMBL863311
259389,CHEMBL863388
259390,CHEMBL863389
259391,CHEMBL863390
259392,CHEMBL863391
259408,CHEMBL863398
259409,CHEMBL863399
259474,CHEMBL868772
259510,CHEMBL862098
259511,CHEMBL862097
259513,CHEMBL862100
259514,CHEMBL862101
259515,CHEMBL853017
259530,CHEMBL869970
259531,CHEMBL869971
259611,CHEMBL862096
259612,CHEMBL871144
259622,CHEMBL867029
259623,CHEMBL867030
259701,CHEMBL861921
259702,CHEMBL861906
259703,CHEMBL861908
259704,CHEMBL861911
259705,CHEMBL861916
259801,CHEMBL853560
259844,CHEMBL867087
259883,CHEMBL864050
259902,CHEMBL864669
259925,CHEMBL865874
259949,CHEMBL864674
259950,CHEMBL864675
259958,CHEMBL864074
259977,CHEMBL859597
259978,CHEMBL859598
260173,CHEMBL854074
260228,CHEMBL853597
260237,CHEMBL859126
260238,CHEMBL859127
260450,CHEMBL864128
260451,CHEMBL864129
260452,CHEMBL864130
260463,CHEMBL865275
260480,CHEMBL864091
260482,CHEMBL865902
260598,CHEMBL861854
260599,CHEMBL861855
260656,CHEMBL865284
260670,CHEMBL868299
260701,CHEMBL866473
260702,CHEMBL866474
260950,CHEMBL854110
260966,CHEMBL853090
260968,CHEMBL862536
261016,CHEMBL861270
261024,CHEMBL859233
261025,CHEMBL859235
261026,CHEMBL859238
261028,CHEMBL859243
261043,CHEMBL859285
261044,CHEMBL859286
261133,CHEMBL862013
261154,CHEMBL859414
261195,CHEMBL860594
261211,CHEMBL867154
261212,CHEMBL867155
261230,CHEMBL865931
261285,CHEMBL859660
261295,CHEMBL859283
261296,CHEMBL859668
261364,CHEMBL864338
261365,CHEMBL864339
261366,CHEMBL864340
261391,CHEMBL863722
261422,CHEMBL864354
261579,CHEMBL864357
261580,CHEMBL861559
261581,CHEMBL861560
261583,CHEMBL861572
261584,CHEMBL868349
261640,CHEMBL868375
261683,CHEMBL867663
261684,CHEMBL867664
261685,CHEMBL867665
261686,CHEMBL867666
261732,CHEMBL865343
261733,CHEMBL866051
261922,CHEMBL867748
261923,CHEMBL867749
261930,CHEMBL866567
261931,CHEMBL867220
261943,CHEMBL867227
261944,CHEMBL867228
261945,CHEMBL867229
262046,CHEMBL862304
262047,CHEMBL862305
262048,CHEMBL862356
262136,CHEMBL864433
262172,CHEMBL865582
262173,CHEMBL865583
262177,CHEMBL864402
262178,CHEMBL864403
262197,CHEMBL864387
262198,CHEMBL864388
262276,CHEMBL869484
262291,CHEMBL862599
262339,CHEMBL860635
262358,CHEMBL867719
262400,CHEMBL866584
262546,CHEMBL859942
262565,CHEMBL861820
262582,CHEMBL861405
262583,CHEMBL861406
262755,CHEMBL861175
262798,CHEMBL861583
262799,CHEMBL861584
262800,CHEMBL861585
262847,CHEMBL867777
262948,CHEMBL860987
262950,CHEMBL860989
262953,CHEMBL860992
